# index cotheta theta phi
2.1760e+03 4.9648e-01 1.0890e+00 3.3233e+00
2.1770e+03 2.7234e-01 9.6009e-01 4.0046e+00
2.1780e+03 1.0275e+00 4.5795e-01 2.2039e+00
2.1790e+03 6.3252e-01 9.8632e-01 5.3021e-02
2.1800e+03 1.1551e+00 4.7040e-01 3.2984e+00
2.1810e+03 1.9137e+00 8.1706e-01 2.5327e+00
2.1820e+03 1.2845e+00 8.2089e-01 1.2957e+00
2.1830e+03 8.3815e-01 1.0901e+00 7.0700e-01
2.1840e+03 2.5888e+00 2.9440e-01 3.8071e+00
2.1850e+03 1.0245e+00 3.4075e-01 1.3455e+00
2.1860e+03 3.2893e+00 9.9809e-01 2.0121e+00
2.1870e+03 1.8423e+00 3.8687e-01 1.7665e+00
2.1880e+03 2.6719e+00 5.5705e-01 1.3553e+00
2.1890e+03 1.3534e+00 6.2827e-01 9.9276e-01
2.1900e+03 5.6551e-01 8.1301e-01 3.5271e+00
2.1910e+03 2.6573e+00 1.0826e+00 1.5278e+00
2.1920e+03 1.6069e-02 1.3527e+00 1.2358e-01
2.1930e+03 8.9662e-01 2.5584e-01 2.3586e+00
2.1940e+03 2.3492e+00 8.5073e-01 3.1179e+00
2.1950e+03 1.5149e+00 9.9740e-01 1.7935e+00
2.1960e+03 1.3347e+00 1.0282e+00 1.9128e+00
2.1970e+03 3.5766e-01 7.5242e-01 5.2139e+00
2.1980e+03 1.1956e+00 1.0654e+00 2.4606e+00
2.1990e+03 2.5147e+00 1.1511e+00 1.9982e+00
2.2000e+03 3.6313e-01 1.0256e+00 3.9046e+00
2.2010e+03 8.0859e-01 1.0783e+00 1.0501e+00
2.2020e+03 9.9299e-01 7.1898e-01 3.1719e+00
2.2030e+03 8.0221e-01 8.7506e-01 7.5610e-01
2.2040e+03 1.3184e-01 1.3272e+00 5.1258e+00
2.2050e+03 9.3400e-01 3.9116e-01 7.8540e-01
2.2060e+03 7.6105e-01 7.2537e-01 1.4998e-01
2.2070e+03 7.1349e-01 1.1869e+00 3.9728e+00
2.2080e+03 1.2052e+00 1.5421e-01 2.6002e+00
2.2090e+03 1.6264e-01 1.2813e+00 2.5469e+00
2.2100e+03 5.9896e-01 6.2651e-01 2.7269e+00
2.2110e+03 1.1515e-01 1.1258e+00 3.9446e+00
2.2120e+03 8.8501e-01 1.2786e+00 2.2324e+00
2.2130e+03 2.3174e-01 5.7110e-01 5.3836e+00
2.2140e+03 8.5162e-01 1.3130e+00 3.0927e+00
2.2150e+03 1.1931e+00 2.8506e-01 1.4724e+00
2.2160e+03 6.6732e-01 9.5324e-01 4.4246e+00
2.2170e+03 3.3635e+00 6.2147e-01 1.5306e+00
2.2180e+03 -1.2175e-01 1.1217e+00 3.6351e+00
2.2190e+03 1.7039e+00 3.5979e-01 2.2545e+00
2.2200e+03 6.7420e-01 6.1325e-01 3.4860e+00
2.2210e+03 2.1582e+00 1.3245e+00 2.3088e+00
2.2220e+03 5.8086e-01 6.2651e-01 4.1469e-01
2.2230e+03 3.3489e-01 6.7012e-01 2.9054e+00
2.2240e+03 5.3070e-01 8.0566e-01 4.8389e+00
2.2250e+03 -4.8152e-01 6.0996e-01 4.2010e+00
2.2260e+03 1.5583e+00 1.0460e+00 1.9308e+00
2.2270e+03 1.3592e+00 8.9418e-01 1.0595e+00
2.2280e+03 4.4450e-01 1.0943e+00 9.4142e-01
2.2290e+03 8.9041e-01 8.3360e-01 2.6662e+00
2.2300e+03 3.0366e-01 5.5650e-01 2.0988e-01
2.2310e+03 5.2725e-01 1.2778e+00 6.2433e+00
2.2320e+03 8.7411e-01 6.4170e-01 4.8089e-01
2.2330e+03 2.0210e-01 1.2199e+00 3.0941e+00
2.2340e+03 8.8104e-01 5.8086e-01 3.6961e+00
2.2350e+03 7.0079e-01 3.8097e-01 3.2091e+00
2.2360e+03 1.8253e+00 4.2861e-01 1.3966e+00
2.2370e+03 1.7986e+00 8.8169e-01 2.5107e+00
2.2380e+03 1.3613e+00 3.3199e-01 3.0684e+00
2.2390e+03 1.0059e+00 8.2783e-01 1.2490e+00
2.2400e+03 9.3070e-01 5.6651e-01 1.8666e+00
2.2410e+03 2.6356e+00 1.1355e+00 1.9625e+00
2.2420e+03 1.4199e+00 9.5978e-01 8.6573e-01
2.2430e+03 6.4941e-01 1.1223e+00 1.2737e+00
2.2440e+03 1.7737e+00 8.2322e-01 2.6017e+00
2.2450e+03 1.5600e+00 9.6054e-01 2.4346e+00
2.2460e+03 1.2477e+00 1.0268e+00 5.5629e-01
2.2470e+03 1.3095e+00 2.9346e-01 2.8764e+00
2.2480e+03 -3.8210e-02 1.0832e+00 3.6240e+00
2.2490e+03 9.5931e-01 2.9375e-01 4.0451e+00
2.2500e+03 1.8070e+00 6.2012e-01 3.8234e+00
2.2510e+03 6.7044e-01 5.0819e-01 3.1933e+00
2.2520e+03 3.9952e-01 1.4033e+00 4.8978e-01
2.2530e+03 1.3554e+00 1.2879e+00 1.9407e+00
2.2540e+03 3.3445e-01 1.3115e+00 2.8198e+00
2.2550e+03 1.3700e+00 1.2330e+00 2.1307e+00
2.2560e+03 4.5614e-01 1.2032e+00 5.8512e+00
2.2570e+03 1.5486e+00 1.1201e+00 3.9993e+00
2.2580e+03 2.1738e+00 7.9616e-01 2.5037e+00
2.2590e+03 3.0611e-01 1.3319e+00 3.1223e+00
2.2600e+03 9.9032e-01 7.7568e-01 3.1691e+00
2.2610e+03 -1.0379e-02 8.3048e-01 3.7917e+00
2.2620e+03 1.4884e+00 2.9346e-01 2.6521e-01
2.2630e+03 1.1693e+00 1.0504e+00 1.0461e+00
2.2640e+03 3.2835e-01 9.0540e-01 1.9318e+00
2.2650e+03 1.2125e+00 1.3074e+00 3.4997e+00
2.2660e+03 7.3389e-01 7.8001e-01 1.9277e+00
2.2670e+03 6.7340e-01 1.1564e+00 6.3590e-01
2.2680e+03 1.4715e+00 6.5786e-01 2.7546e+00
2.2690e+03 2.0812e+00 1.0743e+00 2.1323e+00
2.2700e+03 1.2797e+00 8.2927e-02 1.2627e+00
2.2710e+03 6.6760e-01 1.0414e+00 5.9528e+00
2.2720e+03 7.4349e-01 7.7112e-01 3.4464e+00
2.2730e+03 1.1176e+00 1.3013e+00 1.4160e+00
2.2740e+03 6.8525e-01 8.1301e-01 3.6388e+00
2.2750e+03 1.0669e+00 9.1521e-01 3.0806e+00
2.2760e+03 -5.0799e-02 7.4330e-01 5.2928e+00
2.2770e+03 1.1292e+00 1.2785e+00 1.6587e+00
2.2780e+03 1.9881e+00 8.7852e-01 1.7251e+00
2.2790e+03 -2.3654e-01 1.2084e+00 2.2566e+00
2.2800e+03 3.0783e-01 9.4750e-01 3.5096e+00
2.2810e+03 3.7374e-01 1.1265e+00 5.4444e+00
2.2820e+03 1.4436e+00 1.1681e+00 2.2109e+00
2.2830e+03 2.1062e-01 9.8938e-01 3.0194e+00
2.2840e+03 1.0885e+00 8.4620e-01 2.4566e+00
2.2850e+03 7.0902e-01 5.4698e-01 4.7538e+00
2.2860e+03 3.2297e+00 9.2559e-01 2.1877e+00
2.2870e+03 9.6752e-01 8.7794e-01 8.7878e-01
2.2880e+03 1.1536e+00 6.7097e-01 4.5046e-01
2.2890e+03 1.4413e+00 1.0826e+00 1.8121e+00
2.2900e+03 1.1193e+00 5.5705e-01 3.3571e+00
2.2910e+03 2.1065e+00 9.2095e-01 2.0087e+00
2.2920e+03 5.3671e-01 8.4389e-01 6.0208e+00
2.2930e+03 1.1075e+00 7.6535e-01 4.2593e-01
2.2940e+03 9.9462e-01 1.3007e+00 4.5724e+00
2.2950e+03 6.2996e-01 9.6239e-01 1.7747e+00
2.2960e+03 2.1658e+00 1.1584e+00 1.7457e+00
2.2970e+03 1.0814e+00 8.6427e-01 2.2287e+00
2.2980e+03 1.1624e+00 1.2013e+00 1.2028e+00
2.2990e+03 6.9514e-01 1.1681e+00 1.7637e+00
2.3000e+03 1.1382e+00 7.8092e-01 3.5622e-01
2.3010e+03 1.4968e+00 1.2879e+00 1.6867e+00
2.3020e+03 8.2926e-02 1.0884e+00 4.2066e+00
2.3030e+03 1.7018e+00 5.6981e-01 2.4717e+00
2.3040e+03 9.1475e-01 3.3359e-01 5.7071e-01
2.3050e+03 1.0928e+00 8.3396e-01 1.0958e+00
2.3060e+03 1.2055e+00 1.2139e+00 1.8615e+00
2.3070e+03 -3.8467e-01 5.8834e-01 3.2606e+00
2.3080e+03 1.4716e+00 1.2911e+00 1.7623e+00
2.3090e+03 6.3088e-01 2.8317e-01 6.1934e+00
2.3100e+03 5.2890e-01 1.0783e+00 5.2178e-01
2.3110e+03 2.4217e+00 3.9588e-01 2.1755e+00
2.3120e+03 1.1131e+00 3.8108e-01 3.0696e+00
2.3130e+03 1.6276e+00 1.2007e+00 1.3526e+00
2.3140e+03 2.1402e+00 8.7693e-01 2.3858e+00
2.3150e+03 7.8791e-01 4.8302e-01 3.8565e+00
2.3160e+03 3.3666e-01 1.3564e+00 5.1216e+00
2.3170e+03 8.1473e-01 7.9739e-01 3.7798e+00
2.3180e+03 1.0755e-01 1.2758e+00 3.5298e+00
2.3190e+03 2.2056e+00 8.2770e-01 1.2511e+00
2.3200e+03 6.8712e-01 1.0021e+00 4.6617e+00
2.3210e+03 1.6278e+00 3.9675e-01 2.5333e+00
2.3220e+03 6.0537e-01 1.1152e+00 4.6736e+00
2.3230e+03 1.9155e-02 1.1602e+00 2.9251e-01
2.3240e+03 -7.8155e-02 1.1516e+00 3.4413e+00
2.3250e+03 1.6978e+00 1.3293e+00 1.9381e+00
2.3260e+03 5.6641e-01 9.0375e-01 3.3298e+00
2.3270e+03 8.7980e-01 7.3690e-01 5.3747e+00
2.3280e+03 8.8044e-02 3.4075e-01 1.7961e+00
2.3290e+03 4.4517e-01 5.6769e-01 5.4998e+00
2.3300e+03 9.5211e-02 9.5306e-01 4.4258e+00
2.3310e+03 4.7949e-01 1.2139e+00 4.1376e+00
2.3320e+03 4.3401e-01 9.5902e-01 3.4641e+00
2.3330e+03 4.6854e-02 5.6614e-01 2.8485e+00
2.3340e+03 8.2199e-01 6.1108e-01 5.1596e-01
2.3350e+03 9.1914e-01 8.7278e-01 3.1174e+00
2.3360e+03 1.1260e+00 2.0055e-01 2.7414e+00
2.3370e+03 2.1842e+00 8.2649e-01 2.3550e+00
2.3380e+03 1.8991e+00 6.5780e-01 1.1837e+00
2.3390e+03 5.1798e-01 1.2657e+00 5.0972e+00
2.3400e+03 3.9040e-01 1.0892e+00 2.9609e+00
2.3410e+03 8.9129e-01 1.8559e-01 2.3528e+00
2.3420e+03 2.0258e+00 1.1219e+00 2.0057e+00
2.3430e+03 -1.2783e-01 1.1634e+00 4.3252e+00
2.3440e+03 2.7112e-02 5.2702e-01 2.6167e+00
2.3450e+03 2.5760e-01 9.1985e-01 1.4170e-01
2.3460e+03 1.9225e+00 3.3359e-01 2.1415e+00
2.3470e+03 1.3578e+00 9.7697e-01 2.5098e+00
2.3480e+03 6.4394e-01 3.1025e-01 3.5701e+00
2.3490e+03 2.1570e+00 2.2446e-01 2.1938e+00
2.3500e+03 1.2828e+00 8.9004e-01 7.8334e-01
2.3510e+03 9.1375e-02 7.0728e-01 4.4296e+00
2.3520e+03 1.1268e+00 8.6367e-01 2.4827e+00
2.3530e+03 5.7261e-01 1.3665e+00 1.0604e+00
2.3540e+03 1.5853e+00 1.1200e+00 2.1561e+00
2.3550e+03 5.5095e-01 1.2166e+00 1.4232e+00
2.3560e+03 1.7085e+00 5.1988e-01 1.3359e+00
2.3570e+03 7.6118e-01 7.1434e-01 2.0474e+00
2.3580e+03 9.7474e-01 5.4710e-01 2.1670e+00
2.3590e+03 8.7557e-02 6.3654e-01 2.8880e+00
2.3600e+03 -5.9439e-01 9.7876e-01 2.9442e+00
2.3610e+03 8.8909e-01 9.0310e-01 2.9528e+00
2.3620e+03 1.6537e+00 4.5361e-01 7.8279e-01
2.3630e+03 6.6724e-01 8.3623e-01 5.9157e+00
2.3640e+03 1.0950e+00 1.0500e+00 9.3638e-01
2.3650e+03 5.5823e-01 7.5307e-01 3.2832e+00
2.3660e+03 2.2669e-01 9.2096e-01 3.5788e+00
2.3670e+03 8.9039e-01 1.1715e+00 2.3614e-01
2.3680e+03 1.5868e+00 1.0503e+00 1.8633e+00
2.3690e+03 9.3648e-01 3.5474e-01 1.9387e+00
2.3700e+03 6.6908e-02 4.2241e-01 4.0064e+00
2.3710e+03 7.7740e-01 9.0735e-01 3.3716e+00
2.3720e+03 6.1423e-01 5.7002e-01 3.8076e+00
2.3730e+03 -4.3967e-01 7.7984e-01 4.8475e+00
2.3740e+03 1.6838e+00 7.6554e-01 2.7148e+00
2.3750e+03 9.5079e-01 9.5978e-01 7.0507e-01
2.3760e+03 3.0640e-01 1.0642e+00 3.9899e+00
2.3770e+03 1.8532e+00 1.9895e-01 4.3087e+00
2.3780e+03 5.4124e-01 1.1719e+00 3.7195e+00
2.3790e+03 1.1230e+00 9.7115e-01 2.5898e+00
2.3800e+03 2.0428e+00 8.6997e-01 2.1639e+00
2.3810e+03 1.7881e-01 1.2221e+00 3.0163e+00
2.3820e+03 9.5421e-01 6.2651e-01 4.2977e+00
2.3830e+03 -2.5553e-01 1.3077e+00 3.7233e+00
2.3840e+03 1.3427e+00 7.6368e-01 3.3943e+00
2.3850e+03 4.0665e-01 1.0838e+00 3.0442e+00
2.3860e+03 1.7042e+00 3.7953e-01 1.4985e+00
2.3870e+03 1.9500e+00 1.2440e+00 1.8528e+00
2.3880e+03 1.1611e+00 1.3432e+00 3.6903e+00
2.3890e+03 6.8696e-01 1.5261e-01 1.0023e+00
2.3900e+03 2.1085e+00 1.1172e+00 1.6869e+00
2.3910e+03 5.4569e-01 7.3729e-01 4.0507e+00
2.3920e+03 2.0187e+00 3.3272e-01 2.1371e+00
2.3930e+03 1.5050e-01 5.9532e-01 4.5158e+00
2.3940e+03 1.3617e+00 1.0940e+00 1.1625e+00
2.3950e+03 2.2762e+00 1.0205e+00 1.9534e+00
2.3960e+03 7.0364e-02 8.2768e-01 3.8579e+00
2.3970e+03 1.5072e+00 3.3211e-01 1.4924e+00
2.3980e+03 9.3255e-01 8.5629e-01 2.5856e+00
2.3990e+03 8.4913e-01 8.1240e-01 4.0339e+00
2.4000e+03 1.3495e-01 1.1856e+00 1.0219e-02
2.4010e+03 2.6904e+00 7.9203e-01 2.4291e+00
2.4020e+03 1.1045e+00 5.8544e-01 3.1015e+00
2.4030e+03 6.2928e-01 8.3487e-02 1.8993e+00
2.4040e+03 1.1308e+00 9.7749e-01 2.0750e+00
2.4050e+03 2.0728e-01 1.2380e+00 1.5067e+00
2.4060e+03 4.5593e-02 1.2453e+00 6.1666e+00
2.4070e+03 7.3365e-01 8.8229e-01 2.9441e+00
2.4080e+03 5.6618e-01 1.0496e+00 6.3503e-01
2.4090e+03 1.9712e+00 1.0635e+00 1.4081e+00
2.4100e+03 1.1403e+00 7.4235e-01 9.8973e-01
2.4110e+03 8.4045e-01 2.9440e-01 4.0469e+00
2.4120e+03 2.6060e+00 9.3825e-01 1.9908e+00
2.4130e+03 -2.8571e-01 1.2008e+00 3.3597e+00
2.4140e+03 1.8817e+00 1.1094e+00 1.8501e+00
2.4150e+03 7.0307e-01 6.6359e-01 3.3128e+00
2.4160e+03 9.9872e-01 9.9101e-01 1.2692e+00
2.4170e+03 -2.4490e-01 1.0667e+00 3.6115e+00
2.4180e+03 1.3084e+00 8.2927e-02 3.4496e+00
2.4190e+03 4.4922e+00 1.3754e+00 4.5809e+00
2.4200e+03 1.3702e+00 8.9914e-01 2.8201e+00
2.4210e+03 1.2700e+00 4.1363e-01 1.1344e+00
2.4220e+03 -1.4375e-01 6.4783e-01 2.5048e+00
2.4230e+03 2.5181e-01 6.7919e-01 4.4090e+00
2.4240e+03 1.4534e+00 1.0173e+00 2.4491e+00
2.4250e+03 1.7613e+00 7.7724e-01 2.6665e+00
2.4260e+03 3.9531e-01 4.5258e-01 5.5030e+00
2.4270e+03 1.3603e+00 8.6178e-01 5.4344e+00
2.4280e+03 6.3947e-01 1.0565e+00 1.7975e+00
2.4290e+03 1.4125e+00 7.7528e-01 2.2407e+00
2.4300e+03 1.1938e+00 1.2400e+00 1.3413e+00
2.4310e+03 1.2363e+00 8.0952e-01 8.1937e-01
2.4320e+03 6.1303e-01 8.9874e-01 5.0360e+00
2.4330e+03 4.1158e-01 2.3464e-01 1.4614e+00
2.4340e+03 4.2889e-01 8.3652e-01 5.0814e+00
2.4350e+03 1.1594e+00 1.9736e-01 1.1635e+00
2.4360e+03 4.2593e-01 4.8607e-01 3.8547e+00
2.4370e+03 1.6939e+00 5.7885e-01 2.7680e+00
2.4380e+03 2.1436e+00 1.1618e+00 1.5365e+00
2.4390e+03 8.4823e-01 6.2992e-01 2.5673e+00
2.4400e+03 1.0933e+00 2.6595e-01 2.0817e+00
2.4410e+03 1.6135e-01 1.1635e+00 5.4049e-01
2.4420e+03 8.9452e-01 4.8057e-01 6.0248e+00
2.4430e+03 1.3733e+00 9.3148e-01 1.0106e+00
2.4440e+03 3.5070e-01 1.0902e+00 2.5727e+00
2.4450e+03 3.3528e-01 1.0998e+00 1.7458e+00
2.4460e+03 4.9648e-01 1.1054e+00 2.1481e+00
2.4470e+03 1.0134e+00 8.0342e-01 5.6633e-01
2.4480e+03 1.6042e+00 1.1784e+00 1.0034e+00
2.4490e+03 9.3368e-01 3.9578e-01 3.2448e-01
2.4500e+03 4.3645e-03 9.6246e-01 2.4864e+00
2.4510e+03 2.1731e+00 4.5297e-01 1.9616e+00
2.4520e+03 1.2940e+00 1.0809e+00 3.9467e+00
2.4530e+03 2.3891e-01 4.1325e-01 4.2758e+00
2.4540e+03 -1.2211e-01 1.2262e+00 4.2285e+00
2.4550e+03 1.5362e+00 6.2651e-01 5.1271e+00
2.4560e+03 6.1590e-01 8.9079e-01 2.3557e+00
2.4570e+03 5.3834e-01 1.1430e+00 2.7051e+00
2.4580e+03 4.2741e-01 9.4957e-01 4.4624e+00
2.4590e+03 2.5186e-01 1.0319e+00 4.7619e+00
2.4600e+03 1.1669e+00 1.1254e+00 2.0283e+00
2.4610e+03 2.0505e-02 2.4676e-01 5.9558e+00
2.4620e+03 1.4633e+00 1.3227e+00 9.4763e-01
2.4630e+03 2.2436e-01 8.9949e-01 5.3178e+00
2.4640e+03 9.4214e-01 7.5361e-01 1.4244e-01
2.4650e+03 1.1968e+00 6.9418e-01 2.4912e+00
2.4660e+03 2.0345e-01 5.8086e-01 4.1579e+00
2.4670e+03 1.3932e+00 8.7644e-01 2.1056e+00
2.4680e+03 3.4357e-01 9.3645e-01 5.0091e+00
2.4690e+03 1.6899e+00 1.3161e+00 1.5778e+00
2.4700e+03 1.6745e+00 9.1681e-01 4.8140e+00
2.4710e+03 -1.8520e-01 1.0995e+00 1.9445e+00
2.4720e+03 -3.2582e-01 8.4508e-01 4.1960e+00
2.4730e+03 2.0901e+00 1.0887e+00 2.0784e+00
2.4740e+03 1.6939e-01 9.6639e-01 2.5381e+00
2.4750e+03 1.0871e+00 1.3731e+00 3.1827e-01
2.4760e+03 1.6436e+00 9.1751e-01 1.4687e+00
2.4770e+03 1.1841e+00 5.1054e-01 2.9997e+00
2.4780e+03 -2.4583e-01 1.2826e+00 4.4501e+00
2.4790e+03 1.3317e+00 7.5483e-01 2.7654e+00
2.4800e+03 -5.2740e-01 1.2770e+00 4.5438e+00
2.4810e+03 -1.5583e-01 1.0409e+00 4.3816e+00
2.4820e+03 2.4204e-01 7.6539e-01 5.8565e+00
2.4830e+03 2.0550e+00 1.0852e+00 1.9282e+00
2.4840e+03 8.2676e-01 7.2789e-01 1.9680e+00
2.4850e+03 2.5253e+00 1.1424e+00 5.6178e+00
2.4860e+03 5.8572e-01 4.2241e-01 5.4184e+00
2.4870e+03 6.6097e-01 5.1325e-01 1.4298e+00
2.4880e+03 -4.9854e-01 8.4639e-01 4.0257e+00
2.4890e+03 -5.7789e-02 9.1221e-01 3.4109e+00
2.4900e+03 1.1902e+00 1.2370e+00 1.0622e+00
2.4910e+03 1.2142e-01 3.9588e-01 5.3171e+00
2.4920e+03 2.5025e+00 1.1575e+00 1.7226e+00
2.4930e+03 1.8099e+00 1.1899e+00 1.9058e+00
2.4940e+03 6.7448e-01 8.6148e-01 2.9354e+00
2.4950e+03 2.7053e-02 6.2597e-01 1.1556e+00
2.4960e+03 1.2483e+00 1.3766e+00 1.4719e+00
2.4970e+03 8.8428e-01 9.7035e-01 3.0867e+00
2.4980e+03 1.5422e+00 8.1356e-01 1.1871e+00
2.4990e+03 3.7878e-01 2.5703e-01 3.9246e+00
2.5000e+03 4.3657e-01 1.1501e+00 3.3197e+00
2.5010e+03 1.2782e+00 9.9071e-01 2.8421e+00
2.5020e+03 2.0224e+00 1.1502e+00 2.9627e+00
2.5030e+03 2.1086e-01 8.5386e-01 3.0252e+00
2.5040e+03 7.7031e-01 1.1444e+00 3.1056e+00
2.5050e+03 1.2598e+00 1.0827e+00 2.0528e+00
2.5060e+03 1.1478e+00 1.1422e+00 2.2355e+00
2.5070e+03 3.3534e-01 6.6101e-01 2.9742e+00
2.5080e+03 1.1686e+00 1.1450e+00 1.3402e+00
2.5090e+03 6.1584e-01 1.1669e+00 2.9707e+00
2.5100e+03 1.8245e+00 1.0195e+00 1.4565e+00
2.5110e+03 1.3469e+00 4.7205e-01 4.2243e+00
2.5120e+03 6.3267e-01 1.0031e+00 3.2255e+00
2.5130e+03 8.3618e-01 5.2499e-01 2.6140e+00
2.5140e+03 1.3880e+00 1.1661e+00 1.3067e+00
2.5150e+03 8.4226e-01 6.2199e-01 3.1780e+00
2.5160e+03 1.1746e+00 4.7179e-01 4.8683e+00
2.5170e+03 2.3897e+00 5.1054e-01 1.4289e+00
2.5180e+03 1.6063e-03 1.4286e+00 2.6389e+00
2.5190e+03 1.1421e+00 6.6823e-01 1.8102e+00
2.5200e+03 1.5350e+00 5.6654e-01 2.8456e+00
2.5210e+03 6.9069e-01 6.2197e-01 2.2495e+00
2.5220e+03 5.1015e-03 6.0256e-01 4.9853e+00
2.5230e+03 -1.5752e-01 6.2083e-01 4.6746e+00
2.5240e+03 1.5173e+00 1.1092e+00 2.2060e+00
2.5250e+03 2.0917e-01 7.2762e-01 3.5401e+00
2.5260e+03 7.2541e-02 3.3204e-01 5.7155e+00
2.5270e+03 1.6401e+00 8.2678e-01 2.3556e+00
2.5280e+03 6.0727e-01 1.2461e+00 2.2803e+00
2.5290e+03 6.2998e-01 4.2355e-01 3.8450e+00
2.5300e+03 1.7477e+00 3.3272e-01 2.5753e+00
2.5310e+03 1.2043e+00 1.3542e+00 1.3415e+00
2.5320e+03 1.7801e+00 1.1959e+00 1.4347e+00
2.5330e+03 3.4636e-02 9.1282e-01 5.8830e+00
2.5340e+03 5.5491e-01 3.3272e-01 5.2787e+00
2.5350e+03 1.6978e+00 6.5730e-01 1.0320e+00
2.5360e+03 1.1393e+00 1.1088e+00 2.6010e+00
2.5370e+03 -4.5363e-01 7.2769e-01 4.5027e+00
2.5380e+03 2.0347e+00 5.7913e-01 1.0172e+00
2.5390e+03 1.4513e+00 1.2621e+00 2.7875e+00
2.5400e+03 8.0204e-01 9.8607e-01 3.7835e-01
2.5410e+03 9.7250e-01 8.3395e-01 4.2383e+00
2.5420e+03 1.2394e+00 1.3168e+00 1.4951e+00
