# index cotheta theta phi
8.7000e+02 6.8065e-01 2.8444e-01 3.2323e+00
8.7100e+02 -6.1526e-01 5.1530e-01 6.5240e-01
8.7200e+02 2.9530e+00 8.6571e-01 2.7486e+00
8.7300e+02 8.2467e-01 7.2443e-01 2.9905e+00
8.7400e+02 4.5207e-02 7.7642e-01 8.9806e-01
8.7500e+02 1.9418e+00 6.9386e-01 2.4920e+00
8.7600e+02 8.2306e-01 1.0741e+00 1.8470e+00
8.7700e+02 4.7779e-01 1.2639e+00 1.3077e+00
8.7800e+02 6.1970e-01 1.2780e+00 4.7526e+00
8.7900e+02 -1.0827e-01 9.5865e-01 2.8174e+00
8.8000e+02 8.1892e-01 9.7519e-01 1.8814e+00
8.8100e+02 1.4020e+00 1.2261e+00 2.0129e+00
8.8200e+02 2.3429e-01 8.1015e-01 5.4627e+00
8.8300e+02 6.4867e-01 1.2179e+00 3.2811e-01
8.8400e+02 9.5145e-01 1.3029e+00 1.8281e+00
8.8500e+02 -4.4792e-01 1.2587e+00 4.7043e+00
8.8600e+02 1.1648e+00 1.1484e+00 2.9856e+00
8.8700e+02 1.2707e+00 9.9487e-01 1.3803e+00
8.8900e+02 3.6450e-01 9.5660e-01 3.2727e+00
8.9000e+02 1.6523e+00 5.9434e-01 2.2999e+00
8.9100e+02 1.6558e+00 2.6742e-01 2.0785e+00
8.9200e+02 -2.9413e-01 6.9259e-01 1.7312e+00
8.9300e+02 2.3602e+00 1.0826e+00 2.4564e+00
8.9400e+02 8.2008e-01 1.3974e+00 1.6308e+00
8.9500e+02 3.9179e-01 2.3643e-01 1.1231e-01
8.9600e+02 9.4253e-01 1.2973e+00 8.2746e-01
8.9700e+02 1.0646e+00 1.0105e+00 1.2490e+00
8.9800e+02 3.0545e-01 9.1618e-01 4.6100e+00
8.9900e+02 7.9488e-01 1.1101e+00 3.6358e-01
9.0000e+02 5.1528e-01 7.1249e-01 5.1886e+00
9.0100e+02 4.5455e-03 7.7546e-01 2.2404e+00
9.0200e+02 -3.0704e-01 1.2018e+00 3.9267e+00
9.0300e+02 1.0507e+00 1.3702e+00 1.4902e+00
9.0400e+02 6.5598e-01 9.1551e-01 9.8807e-01
9.0500e+02 1.3439e+00 7.8998e-01 2.6197e+00
9.0600e+02 2.8329e-01 1.2007e+00 4.9292e+00
9.0700e+02 8.4642e-01 1.0877e+00 2.5347e+00
9.0800e+02 1.4807e+00 1.0829e+00 2.4557e+00
9.0900e+02 7.1699e-01 7.8966e-01 3.3794e+00
9.1000e+02 9.1365e-01 1.2765e+00 2.3673e+00
9.1100e+02 3.2425e+00 8.0427e-01 1.2315e+00
9.1200e+02 1.1531e+00 1.0445e+00 1.0725e+00
9.1300e+02 9.3966e-01 5.8541e-01 4.6744e+00
9.1400e+02 2.9004e+00 6.0374e-01 1.2986e+00
9.1500e+02 5.0736e-01 9.9456e-01 2.4063e+00
9.1600e+02 3.2571e-01 6.6910e-01 2.2619e+00
9.1700e+02 -3.3010e-01 1.2259e+00 4.4326e+00
9.1800e+02 1.4579e+00 7.3994e-01 1.1199e+00
9.1900e+02 2.1263e+00 7.7509e-01 1.5451e+00
9.2000e+02 2.0237e-01 1.1794e+00 5.6375e+00
9.2100e+02 1.6596e+00 1.1737e+00 1.9692e+00
9.2200e+02 1.9712e+00 1.1661e+00 2.0293e+00
9.2300e+02 -1.1487e+00 8.7153e-01 3.4365e+00
9.2400e+02 1.8180e+00 1.0098e+00 1.2486e+00
9.2500e+02 3.6574e-02 1.1530e+00 4.7476e+00
9.2600e+02 7.5282e-01 1.1572e+00 1.2276e+00
9.2700e+02 1.6618e+00 1.1616e+00 4.7015e+00
9.2800e+02 6.2572e-01 9.3685e-01 3.0435e+00
9.2900e+02 8.5554e-01 2.9172e-01 9.1291e-01
9.3000e+02 1.5955e+00 7.6735e-01 2.5923e+00
9.3100e+02 1.3142e+00 7.3386e-01 5.5373e+00
9.3200e+02 4.4412e-01 6.6809e-01 4.4740e+00
9.3300e+02 6.8805e-02 1.0574e+00 4.0551e+00
9.3400e+02 6.3058e-01 5.4546e-01 2.7377e+00
9.3500e+02 9.6189e-01 4.9237e-01 2.1455e+00
9.3600e+02 3.4808e-01 7.1314e-01 5.4109e+00
9.3700e+02 2.5349e+00 8.2822e-01 1.2480e+00
9.3800e+02 5.1386e-01 1.0509e+00 2.9742e+00
9.3900e+02 7.2802e-01 1.0197e+00 2.7578e+00
9.4000e+02 2.5953e-01 9.0602e-01 4.4818e+00
9.4100e+02 2.5816e-01 1.0725e+00 4.2163e+00
9.4200e+02 7.4279e-01 4.2861e-01 4.5382e+00
9.4300e+02 1.1765e+00 6.4549e-01 2.8206e+00
9.4400e+02 1.5450e+00 1.1738e+00 1.3128e+00
9.4500e+02 8.7293e-01 1.1441e+00 4.0812e+00
9.4600e+02 -3.4455e-02 9.8193e-01 3.3733e+00
9.4700e+02 4.1104e-01 9.4475e-01 2.9291e+00
9.4800e+02 1.5300e-01 1.1546e+00 4.6072e+00
9.4900e+02 3.2960e+00 6.4783e-01 2.2076e+00
9.5000e+02 -7.5663e-02 1.0893e+00 3.9659e+00
9.5100e+02 2.8565e+00 1.0753e+00 1.7281e+00
9.5200e+02 1.3514e+00 1.1169e+00 2.1919e+00
9.5300e+02 2.8971e+00 1.0430e+00 1.8048e+00
9.5400e+02 1.1050e+00 1.0608e+00 9.5338e-01
9.5500e+02 -3.8792e-01 1.2094e+00 3.2726e+00
9.5600e+02 5.3713e-02 6.4143e-01 1.0910e+00
9.5700e+02 2.5361e+00 8.9672e-01 1.4656e+00
9.5800e+02 1.5572e+00 5.4767e-01 2.1715e+00
9.5900e+02 6.1977e-01 8.7274e-01 3.1627e+00
9.6000e+02 1.6002e+00 9.4217e-01 2.1653e+00
9.6100e+02 3.1210e-01 1.0855e+00 2.8725e+00
9.6200e+02 1.8055e+00 6.4170e-01 1.0899e+00
9.6300e+02 1.9858e-01 1.2596e+00 3.0651e+00
9.6400e+02 8.3770e-01 7.1314e-01 5.5847e+00
9.6500e+02 3.3624e-01 9.9424e-01 3.3312e+00
9.6600e+02 1.3758e+00 7.1645e-01 3.4038e-01
9.6700e+02 1.0518e+00 9.9470e-01 8.3337e-01
9.6800e+02 6.0196e-01 1.0888e+00 5.0746e-01
9.6900e+02 2.6996e-01 4.2861e-01 4.8866e+00
9.7000e+02 2.3789e-01 8.5111e-01 1.8786e+00
9.7100e+02 5.0844e+00 9.7871e-01 1.7676e+00
9.7200e+02 2.3140e+00 7.4249e-01 2.5601e+00
9.7300e+02 1.0088e+00 1.2557e+00 5.0559e+00
9.7400e+02 1.5427e+00 1.1440e+00 1.9542e+00
9.7500e+02 2.9693e+00 9.6220e-01 2.0086e+00
9.7600e+02 7.4911e-01 8.2279e-01 3.5724e+00
9.7700e+02 -2.4232e-02 8.4369e-01 3.9604e+00
9.7800e+02 6.2940e-01 5.9399e-01 3.3374e+00
9.7900e+02 1.9626e+00 1.1484e+00 1.7268e+00
9.8000e+02 1.5540e+00 1.0778e+00 2.6849e+00
9.8100e+02 1.2872e+00 3.0957e-01 4.2890e+00
9.8200e+02 1.0723e+00 4.2469e-01 8.6994e-01
9.8300e+02 -2.1779e-01 1.8516e-01 1.7130e+00
9.8400e+02 3.3671e-01 8.7606e-01 5.2459e+00
9.8500e+02 4.1566e-01 4.6454e-01 5.2111e-02
9.8600e+02 1.3116e+00 8.2733e-01 3.1172e+00
9.8700e+02 3.2572e-01 4.2861e-01 4.5382e+00
9.8800e+02 5.4289e-01 9.7156e-01 8.3699e-01
9.8900e+02 -1.9956e-02 9.3104e-01 3.5261e+00
9.9000e+02 1.6367e-01 1.2544e+00 2.7600e+00
9.9100e+02 9.1166e-02 1.3496e+00 5.3882e+00
9.9200e+02 -3.6784e-01 1.1943e+00 3.2360e+00
9.9300e+02 2.4284e-01 9.7115e-01 3.6934e+00
9.9400e+02 4.1403e-01 8.9395e-01 5.6180e+00
9.9500e+02 -1.6347e-01 1.2542e+00 4.4398e+00
9.9600e+02 -3.7656e-01 1.2341e+00 5.7902e+00
9.9700e+02 1.0794e+00 9.6617e-01 9.6736e-01
9.9800e+02 6.2812e-01 1.0424e+00 2.1807e+00
9.9900e+02 2.9805e-01 6.5780e-01 1.9578e+00
1.0000e+03 2.7920e-01 6.8557e-01 2.0787e+00
1.0010e+03 1.0202e+00 6.8703e-01 5.7744e+00
1.0020e+03 7.0026e-01 1.4074e+00 1.5752e+00
1.0030e+03 1.5734e+00 1.2319e+00 1.5619e+00
1.0040e+03 1.1084e+00 7.5266e-01 2.9989e+00
1.0050e+03 7.7212e-01 9.0290e-01 1.8855e-01
1.0060e+03 6.6059e-01 8.2734e-01 4.6876e+00
1.0070e+03 3.3389e-01 5.4784e-01 9.7216e-01
1.0080e+03 6.8963e-01 5.4003e-01 3.8632e+00
1.0090e+03 -2.4281e-01 1.9895e-01 4.3087e+00
1.0100e+03 1.9051e+00 6.7819e-01 2.8410e+00
1.0110e+03 6.3665e-01 1.0269e+00 1.0146e+00
1.0120e+03 4.8400e-01 1.2955e+00 2.6447e-01
1.0130e+03 2.5791e+00 1.0031e+00 1.4857e+00
1.0140e+03 4.6277e-01 8.3360e-01 5.1877e+00
1.0150e+03 2.0746e-01 1.1223e+00 3.4387e+00
1.0160e+03 1.3151e+00 1.5375e-01 5.7467e+00
1.0170e+03 4.7952e-01 9.6915e-01 3.1598e+00
1.0180e+03 1.5591e+00 5.4454e-01 1.9772e+00
1.0190e+03 2.8759e+00 1.0592e+00 1.8273e+00
1.0200e+03 8.6184e-01 6.3670e-01 1.3172e+00
1.0210e+03 -3.9335e+00 1.2261e+00 4.2696e+00
1.0220e+03 3.4999e+00 1.1105e+00 4.8841e+00
1.0230e+03 2.7615e-01 7.7284e-01 5.4592e+00
1.0240e+03 1.3857e+00 1.0636e+00 2.5650e+00
1.0250e+03 1.4121e+00 1.1343e+00 1.1244e+00
1.0260e+03 1.6350e+00 7.9270e-01 8.5948e-01
1.0270e+03 -3.0151e-01 1.3341e+00 1.8360e+00
1.0280e+03 3.6540e-01 8.8713e-01 2.5715e+00
1.0290e+03 9.4503e-01 1.2152e+00 3.2504e+00
1.0300e+03 1.0586e+00 1.3726e+00 1.9122e+00
1.0310e+03 5.3253e-01 1.1621e+00 3.3613e+00
1.0320e+03 1.3485e+00 8.9880e-01 2.5369e+00
1.0330e+03 1.5967e+00 8.1278e-01 2.7573e+00
1.0340e+03 2.7333e+00 1.0195e+00 2.2175e+00
1.0350e+03 -2.5662e+00 5.9423e-01 3.8704e+00
1.0360e+03 2.0183e+00 4.5297e-01 3.5324e+00
1.0370e+03 2.4224e+00 9.2274e-01 8.9840e-01
1.0380e+03 1.7987e+00 4.3546e-01 2.5965e+00
1.0390e+03 3.8790e-01 1.1781e+00 1.6260e+00
1.0400e+03 -1.7183e-01 9.6665e-01 5.6805e+00
1.0410e+03 1.3005e+00 3.9631e-01 6.0650e-01
1.0420e+03 2.6581e+00 1.2680e+00 2.2620e+00
1.0430e+03 3.9248e-01 2.3468e-01 1.1081e-01
1.0440e+03 8.6109e-01 1.9895e-01 4.3087e+00
1.0450e+03 2.5058e+00 1.2875e+00 1.6716e+00
1.0460e+03 5.5804e-01 8.1226e-01 4.9799e-01
1.0470e+03 9.1589e-01 9.4628e-01 2.3544e+00
1.0480e+03 3.2603e-01 1.2019e+00 3.2546e+00
1.0490e+03 1.1576e+00 8.9812e-01 6.0391e-01
1.0500e+03 1.7006e-01 1.1090e+00 2.6009e+00
1.0510e+03 2.4882e-01 8.1140e-01 3.8217e+00
1.0520e+03 1.6270e-01 8.9513e-01 3.5575e+00
1.0530e+03 9.9291e-01 1.2046e+00 2.1390e+00
1.0540e+03 1.1002e+00 6.7526e-01 3.7383e+00
1.0550e+03 7.3904e-01 9.5608e-01 4.5798e+00
1.0560e+03 1.8156e+00 5.0853e-01 1.1295e+00
1.0570e+03 -4.4641e-01 1.2556e+00 5.0560e+00
1.0580e+03 5.3632e-01 1.1496e+00 6.5157e-01
1.0590e+03 9.4628e-01 1.2199e+00 1.8567e+00
1.0600e+03 6.2473e-01 5.6136e-01 5.8010e+00
1.0610e+03 7.7239e-01 8.7565e-01 3.0310e+00
1.0620e+03 8.0474e-01 8.2279e-01 2.0016e+00
1.0630e+03 9.6592e-01 1.2857e+00 1.4070e+00
1.0640e+03 -2.0984e-02 6.8970e-01 4.6140e+00
1.0650e+03 1.7220e+00 6.4967e-01 5.6492e+00
1.0660e+03 1.2215e+00 1.8376e-01 3.2972e+00
1.0670e+03 1.9031e+00 5.9377e-01 2.3005e+00
1.0680e+03 4.1916e-01 7.6344e-01 4.9633e+00
1.0690e+03 2.4536e-03 5.4457e-01 2.7367e+00
1.0700e+03 2.4498e-01 8.1716e-01 6.0768e-01
1.0710e+03 7.6162e-01 9.3836e-01 1.3630e-01
1.0720e+03 1.4468e+00 9.4794e-01 3.7042e-01
1.0730e+03 -7.1974e-02 8.2430e-01 4.2938e-01
1.0740e+03 7.5180e-01 4.5463e-01 2.3562e+00
1.0750e+03 5.7797e-01 6.8599e-01 3.6466e+00
1.0760e+03 2.2954e+00 1.0065e+00 2.2836e+00
1.0770e+03 -7.5184e-03 7.1481e-01 5.8047e+00
1.0780e+03 5.8342e-01 1.1738e+00 2.9965e+00
1.0790e+03 -4.4344e-01 5.4750e-01 9.6805e-01
1.0800e+03 -1.9986e-01 4.5463e-01 2.3562e+00
1.0810e+03 2.0843e+00 9.8027e-01 1.2261e+00
1.0820e+03 1.2335e+00 2.8490e-01 3.2339e+00
1.0830e+03 8.6969e-01 7.2679e-01 2.6109e+00
1.0840e+03 1.1054e+00 1.0357e+00 8.3057e-01
1.0850e+03 3.0819e+00 4.9223e-01 9.9583e-01
1.0860e+03 7.7129e-01 2.8490e-01 4.6201e+00
1.0870e+03 3.5626e+00 6.8943e-01 2.3114e+00
1.0880e+03 6.8632e-01 1.0982e+00 4.9380e-01
1.0890e+03 8.8579e-01 8.3487e-02 2.8130e+00
1.0900e+03 1.3903e+00 1.0668e+00 1.1007e+00
1.0910e+03 4.3400e-01 1.1993e+00 1.5820e+00
1.0920e+03 3.1974e+00 9.5932e-01 2.2767e+00
1.0930e+03 2.3916e-01 1.0321e+00 3.6555e+00
1.0940e+03 3.4387e-01 1.1078e+00 6.1634e+00
1.0950e+03 9.2862e-01 9.4898e-01 2.5030e-01
1.0960e+03 1.1814e+00 9.9405e-01 1.0075e+00
1.0970e+03 1.3308e+00 1.0586e+00 2.7914e+00
1.0980e+03 2.1839e+00 1.1927e+00 1.5393e+00
1.0990e+03 1.0778e+00 5.0943e-01 3.0965e+00
1.1000e+03 4.3250e-02 3.3272e-01 3.7079e+00
1.1010e+03 1.8070e+00 1.1703e+00 1.3558e+00
1.1020e+03 1.3700e+00 7.5496e-01 8.6259e-01
1.1030e+03 9.3282e-01 3.8535e-01 3.3381e+00
1.1040e+03 7.1067e-01 8.1463e-01 2.2604e-01
1.1050e+03 6.2586e-01 3.9225e-01 3.9239e+00
1.1060e+03 7.6170e-01 7.1390e-01 2.0502e+00
1.1070e+03 2.2986e+00 9.6417e-01 1.9281e+00
1.1080e+03 9.9051e-01 4.8408e-01 8.5809e-01
1.1090e+03 4.0949e-01 8.0306e-01 5.7164e+00
1.1100e+03 -1.4064e-01 9.1230e-01 2.8716e+00
1.1110e+03 2.0263e-01 1.1264e+00 4.0152e-01
1.1120e+03 5.7792e-01 7.4276e-01 3.7221e+00
1.1130e+03 6.9210e-02 5.1544e-01 3.7938e+00
1.1140e+03 8.4634e-01 8.0409e-01 6.2068e+00
1.1150e+03 8.5673e-01 9.3616e-01 3.0447e+00
1.1160e+03 5.7488e-01 1.3230e+00 1.1638e+00
1.1170e+03 1.6307e+00 8.5130e-01 1.5013e+00
1.1180e+03 4.3944e-01 1.2756e+00 3.2789e+00
1.1190e+03 8.3881e-01 9.4584e-01 7.8448e-01
1.1200e+03 7.6771e-01 1.2545e+00 1.8428e+00
1.1210e+03 1.0841e-01 1.3725e+00 1.9698e+00
1.1220e+03 6.9374e-01 8.3172e-01 6.4793e-01
1.1230e+03 1.5558e+00 6.4783e-01 9.3396e-01
1.1240e+03 5.0742e-01 8.7372e-01 3.0752e+00
1.1250e+03 4.9680e-02 3.7309e-01 2.6481e+00
1.1260e+03 1.2847e+00 5.5099e-01 4.8416e+00
1.1270e+03 2.5680e+00 9.0303e-01 1.3823e+00
1.1280e+03 1.5235e+00 7.1880e-01 2.5302e+00
1.1290e+03 3.4725e-01 6.6575e-01 3.9286e+00
1.1300e+03 1.1523e+00 8.7461e-01 2.7074e+00
1.1310e+03 -1.0037e-02 1.1625e+00 3.0613e+00
1.1320e+03 1.6624e+00 1.0591e+00 1.4959e+00
1.1330e+03 4.3517e-01 6.8552e-01 4.2069e+00
1.1340e+03 9.6004e-01 1.2538e+00 1.5448e+00
1.1350e+03 1.4398e+00 7.3252e-01 3.9695e+00
1.1360e+03 7.4941e-01 6.9418e-01 3.7920e+00
1.1370e+03 1.3580e+00 1.2368e+00 1.0619e+00
1.1380e+03 3.5089e-01 1.0033e+00 1.4862e+00
1.1390e+03 1.4995e-01 1.2417e+00 5.4334e+00
1.1400e+03 1.6967e+00 2.9274e-01 2.4790e+00
1.1410e+03 8.7015e-01 1.0168e+00 3.1906e+00
1.1420e+03 9.1126e-01 1.5375e-01 5.2488e+00
1.1430e+03 2.0253e+00 7.7246e-01 2.3183e+00
1.1440e+03 1.5656e-01 1.0158e+00 4.9628e+00
1.1450e+03 9.7271e-01 9.7574e-01 3.3031e+00
1.1460e+03 6.8288e-01 7.7313e-01 8.2454e-01
1.1470e+03 6.8961e-01 3.7452e-01 5.2088e+00
1.1480e+03 4.8531e-01 1.2885e+00 4.2245e+00
1.1490e+03 5.3623e-01 8.7278e-01 3.1174e+00
1.1500e+03 7.1113e-01 8.0835e-01 3.8905e+00
1.1510e+03 1.0903e+00 1.0111e+00 2.1920e+00
1.1520e+03 6.2298e-01 1.1593e+00 5.4311e+00
1.1530e+03 1.4128e-01 1.2927e+00 4.9335e+00
1.1540e+03 1.4306e+00 6.0081e-01 2.5223e+00
1.1550e+03 2.1479e+00 7.5242e-01 2.6401e+00
1.1560e+03 1.4758e+00 9.2618e-01 4.9334e+00
1.1570e+03 7.1259e-02 8.8691e-01 4.9524e+00
1.1580e+03 4.1219e-01 1.0684e+00 2.1931e-01
1.1590e+03 1.5612e+00 9.7115e-01 2.5898e+00
1.1600e+03 9.9705e-01 1.0311e+00 1.5546e+00
1.1610e+03 -4.6880e-01 8.9517e-01 4.6922e+00
1.1620e+03 8.9129e-01 5.1122e-01 3.2833e+00
1.1630e+03 -7.3729e-02 7.8041e-01 6.1482e+00
1.1640e+03 9.3530e-01 6.6249e-01 1.7160e-01
1.1650e+03 1.4339e+00 1.0628e+00 1.9484e+00
1.1660e+03 5.2761e-01 5.4966e-01 3.0975e+00
1.1670e+03 5.9375e-01 6.2941e-01 3.7188e+00
1.1680e+03 1.7912e+00 8.6113e-01 3.9913e+00
1.1690e+03 6.3839e-01 6.1026e-01 3.6571e+00
1.1700e+03 1.6646e-01 9.3797e-01 5.7758e+00
1.1710e+03 1.0449e+00 1.5225e-01 3.6840e+00
1.1720e+03 4.6385e-01 8.0342e-01 1.0045e+00
1.1730e+03 1.4559e+00 9.5728e-01 2.5712e+00
1.1740e+03 1.0587e+00 6.5567e-01 3.1041e+00
1.1750e+03 1.0743e+00 8.2650e-01 3.1176e+00
1.1760e+03 1.4253e+00 1.5300e-01 1.0314e+00
1.1770e+03 1.2060e+00 5.8842e-01 1.4505e+00
1.1780e+03 9.5485e-01 1.8559e-01 3.9304e+00
1.1790e+03 3.0396e+00 6.8656e-01 1.0615e+00
1.1800e+03 2.1563e+00 7.5569e-01 2.2778e+00
1.1810e+03 -2.4730e-01 1.2538e+00 1.5447e+00
1.1820e+03 2.4064e-02 5.6614e-01 3.4347e+00
1.1830e+03 2.7306e-01 8.2279e-01 4.2816e+00
1.1840e+03 1.7699e+00 8.3414e-01 1.0969e+00
1.1850e+03 2.0997e+00 8.8606e-01 1.1945e+00
1.1860e+03 2.6823e-01 9.1313e-01 3.5415e+00
1.1870e+03 1.2309e+00 1.0380e+00 4.8852e+00
1.1880e+03 2.2468e+00 1.1344e+00 2.0179e+00
1.1890e+03 2.0810e+00 7.3573e-01 2.4774e+00
1.1900e+03 9.3149e-01 1.3178e+00 2.9420e+00
1.1910e+03 1.2011e+00 6.7766e-01 3.0088e-01
1.1920e+03 7.8862e-01 3.5400e-01 4.3436e+00
1.1930e+03 1.1941e+00 9.2665e-01 9.5542e-01
1.1940e+03 1.3181e+00 8.9852e-01 9.6570e-01
1.1950e+03 4.3071e-01 8.5140e-01 4.6903e+00
1.1960e+03 1.0068e+00 1.5521e-01 4.1547e+00
1.1970e+03 1.6611e+00 8.6522e-01 1.0763e+00
1.1980e+03 1.7963e-01 7.1319e-01 4.7784e-01
1.1990e+03 1.0920e+00 7.4330e-01 2.5612e+00
1.2000e+03 8.6927e-01 1.1330e+00 2.1625e+00
1.2010e+03 1.0798e+00 8.4446e-01 3.4036e+00
1.2020e+03 7.9270e-01 6.1161e-01 3.6569e+00
1.2030e+03 1.0977e+00 5.2087e-01 1.8051e+00
1.2040e+03 3.0308e-01 9.8561e-01 3.4071e+00
1.2050e+03 2.4736e+00 3.9699e-01 1.8919e+00
1.2060e+03 1.4679e+00 7.7057e-01 2.8404e+00
1.2070e+03 3.3017e+00 9.6976e-01 1.6251e+00
1.2080e+03 5.5067e-01 8.3179e-01 6.4809e-01
1.2090e+03 2.7080e+00 7.8007e-01 1.2139e+00
1.2100e+03 -6.9358e-02 1.0124e+00 1.0699e+00
1.2110e+03 2.5843e+00 9.4904e-01 2.2484e+00
1.2120e+03 1.9806e+00 9.3473e-01 1.5123e+00
1.2130e+03 8.1940e-01 6.0256e-01 2.7291e-01
1.2140e+03 7.8630e-01 5.7042e-01 5.6161e+00
1.2150e+03 3.6642e-01 6.9371e-01 4.5515e+00
1.2160e+03 4.7898e-01 8.2808e-01 5.0343e+00
1.2170e+03 3.7686e-01 5.5034e-01 6.1537e+00
1.2180e+03 5.9995e-01 7.1844e-01 3.1128e+00
1.2190e+03 1.1295e+00 8.1223e-01 2.4629e+00
1.2200e+03 3.1230e+00 9.8938e-01 1.4486e+00
1.2210e+03 2.5793e-03 6.9956e-01 4.9345e+00
1.2220e+03 5.9744e-01 6.8651e-01 3.6485e+00
1.2230e+03 3.4160e-01 3.6075e-01 8.8329e-01
1.2240e+03 2.7510e+00 1.0105e+00 1.8925e+00
1.2250e+03 9.8557e-01 5.2731e-01 5.2451e-01
1.2260e+03 9.5419e-01 1.2227e+00 1.4260e+00
1.2270e+03 8.2181e-01 7.3252e-01 2.3137e+00
1.2280e+03 3.7663e-01 8.5761e-01 3.6959e+00
1.2290e+03 1.2073e+00 7.9172e-01 2.3567e+00
1.2300e+03 1.9588e+00 1.0145e+00 2.5671e+00
1.2310e+03 3.1822e-02 8.8222e-01 4.5156e+00
1.2320e+03 3.8451e+00 3.9116e-01 2.3562e+00
1.2330e+03 2.4916e+00 4.2861e-01 1.3966e+00
1.2340e+03 2.1921e-02 1.1583e+00 4.1093e+00
1.2350e+03 -1.5268e-01 1.2950e+00 4.6448e+00
1.2360e+03 8.9664e-01 6.8756e-01 3.1109e+00
1.2370e+03 4.2389e-01 4.5707e-01 5.6485e+00
1.2380e+03 -2.5941e-01 7.7313e-01 3.8878e+00
1.2390e+03 6.2666e-01 7.3939e-01 4.5085e-01
1.2400e+03 1.7102e+00 7.8854e-01 2.0913e+00
1.2410e+03 6.9495e-01 5.2903e-01 4.3897e+00
1.2420e+03 2.2626e+00 1.0959e+00 1.2233e+00
1.2430e+03 2.9556e+00 1.0582e+00 1.9203e+00
1.2440e+03 5.1195e-01 5.4330e-01 5.1200e+00
1.2450e+03 3.3508e-01 7.8041e-01 4.5774e+00
1.2460e+03 2.5002e+00 9.8719e-01 1.4827e+00
1.2470e+03 4.2390e-01 1.0216e+00 3.2881e+00
1.2480e+03 3.7248e+00 1.0265e+00 3.3501e+00
1.2490e+03 7.4001e-01 4.3506e-01 2.1165e+00
1.2500e+03 8.1283e-01 4.8057e-01 1.3124e+00
1.2510e+03 1.6254e+00 1.0250e+00 2.0553e+00
1.2520e+03 1.8944e-01 1.1086e+00 3.6823e+00
1.2530e+03 1.0873e+00 1.2362e+00 4.0706e+00
1.2540e+03 9.3085e-01 2.4542e-01 1.2490e+00
1.2550e+03 9.9915e-01 3.0957e-01 2.7182e+00
1.2560e+03 1.1739e+00 5.0838e-01 4.2719e+00
1.2570e+03 8.6303e-01 7.7313e-01 2.3953e+00
1.2580e+03 1.0408e+00 7.5781e-01 2.5156e+00
1.2590e+03 1.1920e+00 3.8446e-01 4.9185e+00
1.2600e+03 5.1511e-01 2.3493e-01 1.6914e+00
1.2610e+03 5.9983e-01 9.7711e-01 2.7184e+00
1.2620e+03 8.4662e-01 2.5763e-01 5.4930e+00
1.2630e+03 1.4877e+00 6.1056e-01 5.1659e-01
1.2640e+03 2.1248e+00 9.8547e-01 1.5529e+00
1.2650e+03 3.9743e-01 7.9337e-01 3.8518e+00
1.2660e+03 3.3822e+00 6.6832e-01 2.2617e+00
1.2670e+03 7.4059e-02 1.1265e+00 3.3839e+00
1.2680e+03 6.0269e-01 6.3710e-01 4.4592e+00
1.2690e+03 4.6931e+00 6.5734e-01 1.9582e+00
1.2700e+03 8.3194e-01 7.2809e-01 5.1105e+00
1.2710e+03 3.6845e-01 1.5398e-01 3.6805e+00
1.2720e+03 2.0334e+00 6.9392e-01 2.4919e+00
1.2730e+03 1.7308e+00 9.6320e-01 2.6208e+00
1.2740e+03 1.8415e-01 4.2241e-01 2.2768e+00
1.2750e+03 8.3022e-01 8.8774e-01 1.0015e+00
1.2760e+03 1.4151e+00 1.8498e-01 1.4357e+00
1.2770e+03 2.1738e+00 1.0459e+00 1.9314e+00
1.2780e+03 1.2493e+00 1.1575e+00 1.7230e+00
1.2790e+03 1.1912e+00 3.8384e-01 2.9442e+00
1.2800e+03 6.8869e-01 7.1330e-01 4.2353e+00
1.2810e+03 2.7910e-01 1.2484e+00 6.3472e-01
1.2820e+03 1.5936e+00 1.0889e+00 2.3575e+00
1.2830e+03 -4.3731e-01 1.0455e+00 5.4764e+00
1.2840e+03 2.8024e+00 1.0036e+00 1.4864e+00
1.2850e+03 4.0073e-01 7.0220e-01 2.1317e+00
1.2860e+03 6.7083e+00 8.9852e-01 1.8930e+00
1.2870e+03 2.4974e+00 9.3380e-01 2.2713e+00
1.2880e+03 1.6591e-01 8.8445e-01 3.6147e+00
1.2890e+03 -3.2714e-02 6.4694e-01 3.4641e+00
1.2900e+03 -7.6051e-01 1.0053e+00 5.5224e+00
1.2910e+03 2.3173e-01 4.8209e-01 4.0000e+00
1.2920e+03 1.7796e+00 1.0561e+00 1.1536e+00
1.2930e+03 1.4795e+00 8.7840e-01 1.7237e+00
1.2940e+03 5.7705e-01 9.1701e-01 1.0224e-01
1.2950e+03 5.7668e-01 1.2527e+00 5.6136e-01
1.2960e+03 1.0491e+00 7.4447e-01 2.8195e+00
1.2970e+03 1.7591e-01 8.4731e-01 5.5980e+00
1.2980e+03 1.0737e+00 9.5940e-01 2.8206e+00
1.2990e+03 4.9347e-01 1.3191e+00 6.0121e-01
1.3000e+03 3.0904e-01 3.5363e-01 5.0816e+00
1.3010e+03 1.9796e+00 8.8711e-01 1.0008e+00
1.3020e+03 1.0330e+00 1.0026e+00 1.8389e-02
1.3030e+03 1.0600e+00 1.0253e+00 2.0574e+00
1.3040e+03 2.2854e+00 1.1455e+00 3.2256e+00
1.3050e+03 1.9833e+00 8.4577e-01 1.0536e+00
